Metabolite	Query_protein	Protein_name	Gene_ID	Uniprot_ID	Protein_complex	log2_abundance	log2_abundance_corrected	met_mean (model comparison)	met_sd (model comparison)	p_value	q_value	Common_metabolite_name	MIDAS_ID	Pool	KEGG_ID_metabolite	HMDB_ID_metabolite	SMILES_metabolite
"DL-3,4-Dihydroxyphenyl glycol"	FH	"Fumarate hydratase, mitochondrial"	FH	P07954		0.060354605	0.242876167	-0.013794758	0.07761083	0.000942492	0.023219369	"3,4-Dihydroxyphenylglycol"	CNC_75	3	C05576	HMDB00318	OCC(O)C1=CC(O)=C(O)C=C1
Isomaltose	PYK	Pyruvate kinase PKLR	PKLR	P30613		-0.984966877	-0.393515749	0.008679312	0.121709747	0.000951315	0.023397024	Isomaltose	CNC_41	1	C00252	HMDB02923	OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
Sucrose	PYK	Pyruvate kinase PKLR	PKLR	P30613		-0.984966877	-0.393515749	0.008679312	0.121709747	0.000951315	0.023397024	Sucrose	S_3	1	C00089	HMDB00258	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
D-Glucose	IDH3A2BG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.179761077	0.584741392	-0.014318995	0.181492256	0.000964271	0.023672897	D-Glucose	G_1	2	C00031	HMDB00122	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
D-Mannose	IDH3A2BG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.179761077	0.584741392	-0.014318995	0.181492256	0.000964271	0.023672897	D-Mannose	M_2	2	C00159	HMDB00169	OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
Isovaleric acid	GCK	Hexokinase-4	GCK	P35557		-0.037294718	0.249345485	-0.035545003	0.086313128	0.000964569	0.023672897	Isovaleric acid	CNC_115	3	C08262	HMDB00718	CC(C)CC(O)=O
Guanosine 5-monophosphate	ENO1	Alpha-enolase	ENO1	P06733		-0.203396118	0.971982212	0.249754336	0.218883414	0.000968225	0.023752579	Guanosine monophosphate	G_17	2	C00144	HMDB01397	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
Dihydrothymine	E3	"Dihydrolipoyl dehydrogenase, mitochondrial"	DLD	P09622	?	-0.703892435	0.437443684	0.025327504	0.124921454	0.000970291	0.023793216	Dihydrothymine	20C_78	2	 C00906	HMDB00079	CC1CNC(=O)NC1=O
NADP	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	P04406		-0.973652829	0.611096269	0.023148425	0.178254585	0.000972513	0.023817539	NADP	CNC_31_R	2	C00006	HMDB00217	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
O-Acetyl-L-carnitine	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-0.384178255	-0.438900989	0.027051684	0.141375337	0.000981225	0.023990454	L-Acetylcarnitine	CNC_45	1	C02571	HMDB00201	CC(=O)OC(CC([O-])=O)C[N+](C)(C)C
D-Glycerol 1-phosphate	FBPase-M	"Fructose-1,6-bisphosphatase isozyme 2"	FBP2	O00757		0.069945914	0.431789819	0.019846325	0.125113777	0.000992829	0.024192707	Glycerol 3-phosphate	CNC_158	3	C00093	HMDB00126	OC[C@@H](O)COP(O)(O)=O
Guanidineacetic acid	IDH3A2BG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.981777898	-0.240247502	0.002827721	0.07391426	0.001006832	0.024472338	Guanidoacetic acid	G_20	1	C00581	HMDB00128	NC(=N)NCC(O)=O
4-Imidazoleacetic acid	PHGDH	D-3-phosphoglycerate dehydrogenase	PHGDH	O43175		-1.281763538	-0.24053693	0.024197746	0.080563697	0.001016104	0.024630996	Imidazoleacetic acid	I_7	1	C02835	HMDB02024	OC(=O)CC1=CN=CN1
Choline glycerophosphate	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-0.820529516	1.48377932	-0.035431894	0.46259587	0.001023085	0.024763778	Glycerophosphocholine	G_23	2	C00670	HMDB00086	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](O)CO
L-Tyrosine	FBPase-L	"Fructose-1,6-bisphosphatase 1"	FBP1	P09467		-0.943026154	-0.373259427	-0.006909264	0.111582073	0.001026231	0.024808909	L-Tyrosine	T_8	2	C00082	HMDB00158	N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
Nicotinamide adenine dinucleotide	ALDOAconc	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.175610441	0.634040935	0.002021432	0.192595868	0.001032258	0.024923497	NAD	20C_70	2	 C00003	HMDB00902	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O
3-Methoxytyramine	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	-1.083320579	-0.385195853	-0.002708579	0.1165986	0.001036688	0.024999274	3-Methoxytyramine	CNC_16	1	C05587	HMDB00022	COC1=C(O)C=CC(CCN)=C1
L-Fucose	E1	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"	PDHA1	P08559	?	-0.6583995	0.570875668	0.002614944	0.173330622	0.001043683	0.025120174	L-Fucose	F_3	2	C01019	HMDB00174	C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
D-Ribose	E1	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"	PDHA1	P08559	?	-0.662273458	0.49445169	-0.028506466	0.159520512	0.001044296	0.025120174	D-Ribose	4C_4	2	C00121	HMDB00283	OC[C@H]1OC(O)[C@H](O)[C@@H]1O
D-Xylulose	E1	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"	PDHA1	P08559	?	-0.662273458	0.49445169	-0.028506466	0.159520512	0.001044296	0.025120174	D-Xylulose	CNC_47	2	C00310	HMDB01644	OC[C@@H](O)[C@H](O)C(=O)CO
"3,3-Dimethylacrylic acid"	E2	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.729992681	-0.476860233	-0.026374007	0.137449728	0.001047449	0.025185604	Senecioic acid	CNC_114	4		HMDB00509	CC(C)=CC(O)=O
Deoxycytidine triphosphate	E2	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.622458472	0.746272542	0.058657069	0.210260731	0.001074338	0.025630581	dCTP	CNC_99	4	C00458	HMDB00998	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
Dimethylaminopurine	E1	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"	PDHA1	P08559	?	-1.539464391	-0.611911154	0.025363406	0.19487539	0.00107485	0.025632261	6-Dimethylaminopurine	CNC_43	1		HMDB00473	CN(C)C1=NC=NC2=C1NC=N2
Citric acid	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-1.013051398	0.696705591	-0.064085837	0.232681231	0.001076721	0.025655804	Citric acid	C_1	4	C00158	HMDB00094	OC(=O)CC(O)(CC(O)=O)C(O)=O
DL-Isocitric acid	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-1.013051398	0.696705591	-0.064085837	0.232681231	0.001076721	0.025655804	Isocitric acid	I_1	4	C00311	HMDB00193	OC(C(CC(O)=O)C(O)=O)C(O)=O
D-Glucosamine 6-phosphate	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	-0.984588159	-0.567369513	-0.010885097	0.170449645	0.001095405	0.026068923	Glucosamine 6-phosphate	CNC_9	4	C00352	HMDB01254	N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
Anthranilate	PHGDH	D-3-phosphoglycerate dehydrogenase	PHGDH	O43175		-1.462422426	-0.294350023	0.015747954	0.095142434	0.001116865	0.026471203	2-Aminobenzoic acid	A_17	1	C00108	HMDB01123	NC1=CC=CC=C1C(O)=O
Uridine	ALDOBconc	Fructose-bisphosphate aldolase B	ALDOB	P05062		-1.128320667	-0.6354282	0.033849347	0.205335871	0.00111637	0.026471203	Uridine	U_5	2	C00299	HMDB00296	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O
5-Methoxytryptamine	IDH3A2BG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.74727608	-0.48002796	0.035117014	0.158166955	0.001126085	0.026624547	5-Methoxytryptamine	M_7	1	C05659	HMDB04095	COC1=CC2=C(NC=C2CCN)C=C1
Uridine monophosphate	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-0.47524735	0.375347946	0.003821075	0.114188649	0.001139432	0.026896333	Uridine 5'-monophosphate	U_3	3	C00105	HMDB00288	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
D-3-Phosphoglyceric acid	PHGDH	D-3-phosphoglycerate dehydrogenase	PHGDH	O43175		0.289828154	0.510199156	-0.020353173	0.163132147	0.001144809	0.026990367	(2R)-2-Hydroxy-3-(phosphonatooxy)propanoate	20C_50	4	C00197	HMDB60180	O[C@H](COP(O)(O)=O)C(O)=O
Pyridoxamine	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-0.292676282	-0.361663049	0.047093819	0.125701552	0.001146749	0.027025124	Pyridoxamine	20C_34	1	C00534	HMDB01431	CC1=C(O)C(CN)=C(CO)C=N1
Dephosphocoenzyme A	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	-0.927763919	-1.753246028	0.106466602	0.572548975	0.001161668	0.027310247	Dephospho-CoA	CNC_18	4	C00882	HMDB01373	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS
Guanosine 5-diphosphate	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	0.038436624	0.710410726	0.001429857	0.218425615	0.001170928	0.02746127	Guanosine diphosphate	CNC_88	4	C00035	HMDB01201	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
UDP-GlcNAc	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-0.143948378	0.344471545	-0.031022846	0.116076654	0.001216926	0.028322783	Uridine diphosphate-N-acetylglucosamine	CNC_61	2	C00043	HMDB00290	CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O
Uridine 5-diphospho-N-acetylgalactosamine	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-0.143948378	0.344471545	-0.031022846	0.116076654	0.001216926	0.028322783	Uridine diphosphate-N-acetylgalactosamine	20C_47	2	C00203	HMDB00304	CC(O)=NC1C(OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2O)N2C=CC(O)=NC2=O)OC(CO)C(O)C1O
3-Methylglutaconic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		0.242167346	0.380293673	-0.010350497	0.120780908	0.001219325	0.028367258	3-Methylglutaconic acid	CNC_140	2		HMDB00522	C\C(CC(O)=O)=C/C(O)=O
Phosphocholine	E1	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"	PDHA1	P08559	?	-1.579587723	-0.271546596	0.054600312	0.100938229	0.001232917	0.028603287	Phosphorylcholine	20C_21	1	C00588	HMDB01565	C[N+](C)(C)CCOP(O)(O)=O
L-Cystine	ALDOCconc	Fructose-bisphosphate aldolase C	ALDOC	P09972		-1.126602099	-0.637870501	0.031498598	0.20726022	0.001239604	0.028724003	L-Cystine	C_9	2	C00491	HMDB00192	N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O
4-Hydroxyphenylacetylglycine	GCK	Hexokinase-4	GCK	P35557		-0.145895576	-0.538856082	-0.079924192	0.142152618	0.001244653	0.028829487	Hydroxyphenylacetylglycine	CNC_111	3	C05596	HMDB00735	OC(=O)CNC(=O)CC1=CC=C(O)C=C1
Riboflavin 5-monophosphate	E2	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.642604022	-0.429193158	-0.0082797	0.130571133	0.001265753	0.029283215	Flavin Mononucleotide	20C_71	2	C00061	HMDB01520	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2
Inosine 5-triphosphate	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	-3.155653322	-1.212058054	0.078109986	0.400430029	0.001273186	0.029443433	Inosine triphosphate	CNC_91	4	C00081	HMDB00189	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2O
3-Hydroxy-3-methylglutaryl coenzyme A	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-4.096919415	-0.744131113	-0.006847865	0.228957897	0.001281148	0.029603998	3-Hydroxy-3-methylglutaryl-CoA	20C_45	2	C00356	HMDB01375	C[C@](O)(CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
"DL-3,4-Dihydroxyphenyl glycol"	ALDOCconc	Fructose-bisphosphate aldolase C	ALDOC	P09972		-0.390282119	-0.263621378	-0.013794758	0.07761083	0.001286538	0.029704905	"3,4-Dihydroxyphenylglycol"	CNC_75	3	C05576	HMDB00318	OCC(O)C1=CC(O)=C(O)C=C1
Glutaconic acid	E2	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.033496538	-0.523286408	-0.043889018	0.149196385	0.001312662	0.030152293	Glutaconic acid	CNC_150	4	C02214	HMDB00620	OC(=O)C\C=C\C(O)=O
Cysteamine	IDH3A2BG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.022338958	-0.362000933	-0.010395716	0.109481415	0.001320202	0.030313517	Cysteamine	4C_39	1	C01678	HMDB02991	NCCS
O-Acetyl-L-carnitine	ENO2	Gamma-enolase	ENO2	P09104		-1.524064843	-0.426722642	0.027051684	0.141375337	0.001328673	0.030495968	L-Acetylcarnitine	CNC_45	1	C02571	HMDB00201	CC(=O)OC(CC([O-])=O)C[N+](C)(C)C
PIP2	IDH3A2BG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	0.309916728	0.868656126	0.006095087	0.26890586	0.001338153	0.030640915	PIP2	Cay_8	4	C04637		CCCCCC(OC[C@H](COP(O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP([O-])(O)=O)[C@H](OP([O])(O)=O)[C@H]1O)([O-])=O)OC(CCCCC)=O)=O
Pantothenic acid	PYK	Pyruvate kinase PKLR	PKLR	P30613		-1.612406932	-0.28405714	0.015721231	0.093472534	0.001340674	0.030683012	Pantothenic acid	P_8	1	C00864	HMDB00210	CC(C)(CO)C(O)C(=O)NCCC(O)=O
Deoxyguanylate	IDH2	"Isocitrate dehydrogenase [NADP], mitochondrial"	IDH2	P48735		-0.549143026	-0.462798258	0.007249429	0.146567107	0.001341048	0.030683012	2'-Deoxyguanosine 5'-monophosphate	20C_23	4	C00362	HMDB01044	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)N1
Orotidine 5-monophosphate	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	P04406		-0.802527235	0.967086159	0.14514097	0.256355132	0.001344652	0.030753348	Orotidylic acid	CNC_77	4	C01103	HMDB00218	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O
NADP	IDH2	"Isocitrate dehydrogenase [NADP], mitochondrial"	IDH2	P48735		-0.123957138	0.594519106	0.023148425	0.178254585	0.001348922	0.030826733	NADP	CNC_31_R	2	C00006	HMDB00217	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
D-Aspartate	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	0.172802861	0.257244323	-0.03401901	0.090900285	0.00135435	0.030902171	D-Aspartic acid	A_12	3	C00402	HMDB06483	N[C@H](CC(O)=O)C(O)=O
L-Aspartate	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	0.172802861	0.257244323	-0.03401901	0.090900285	0.00135435	0.030902171	L-Aspartic acid	A_10	3	C00049	HMDB00191	N[C@@H](CC(O)=O)C(O)=O
Uracil	ALDOAconc	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.029711947	0.307595817	0.024048453	0.088500236	0.001355718	0.030913878	Uracil	U_4	2	C00106	HMDB00300	O=C1NC=CC(=O)N1
Ketoglutaric acid	FH	"Fumarate hydratase, mitochondrial"	FH	P07954		-1.084079863	-0.67561333	-0.005163438	0.209451136	0.001369588	0.031200822	Oxoglutaric acid	4C_38	4	C00026	HMDB00208	OC(=O)CCC(=O)C(O)=O
N-Acetyl-L-aspartate	IDH3A2BG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.916914683	-0.580411572	-0.02916492	0.172222926	0.00137059	0.031211417	N-Acetyl-L-aspartic acid	A_13	4	C01042	HMDB00812	CC(=O)N[C@@H](CC(O)=O)C(O)=O
L-Fucose	FBPase-L	"Fructose-1,6-bisphosphatase 1"	FBP1	P09467		-1.576716674	-0.551856365	0.002614944	0.173330622	0.00137942	0.031375598	L-Fucose	F_3	2	C01019	HMDB00174	C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
DL-4-Hydroxy-3-methoxymandelic acid	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	-0.033534686	0.220301751	-0.029426804	0.078076084	0.00138131	0.031394004	Vanillylmandelic acid	4C_23	3	C05584	HMDB00291	COC1=C(O)C=CC(=C1)[C@H](O)C(O)=O
Cytidine monophosphate	IDH2	"Isocitrate dehydrogenase [NADP], mitochondrial"	IDH2	P48735		0.181298643	0.660144588	0.106293805	0.173215687	0.001386421	0.031485526	Cytidine monophosphate	4C_16	3	C00055	HMDB00095	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Xylitol	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	-0.700899469	0.31035593	0.000299837	0.09721651	0.001426001	0.032296012	D-Xylitol	X_2	2	C00379	HMDB02917	OC[C@H](O)C(O)[C@H](O)CO
Oxaloacetic acid	ALDOBconc	Fructose-bisphosphate aldolase B	ALDOB	P05062		-1.511842633	-0.59477933	-0.016641677	0.181304743	0.001428835	0.032345621	Oxalacetic acid	20C_1	3	C00036	HMDB00223	OC(=O)CC(=O)C(O)=O
Succinyl coenzyme A	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	P04406		-0.172508384	0.626905576	0.008697863	0.193919452	0.001432797	0.032374191	Succinyl-CoA	20C_52	3	C00091	HMDB01022	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O
Acetyl coenzyme A	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-2.66100822	0.890461311	0.040343501	0.266698489	0.00143478	0.03240639	Acetyl-CoA	CNC_84	2	C00024	HMDB01206	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
"3,5-Diiodo-L-tyrosine"	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	0.048709636	0.294261801	-0.021040042	0.09900509	0.001449025	0.032664625	"3,5-Diiodo-L-tyrosine"	20C_28	2	C01060	HMDB03474	N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(O)=O
Acetyl coenzyme A	IDH2	"Isocitrate dehydrogenase [NADP], mitochondrial"	IDH2	P48735		-0.066830489	0.88936102	0.040343501	0.266698489	0.001455384	0.032764821	Acetyl-CoA	CNC_84	2	C00024	HMDB01206	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
3-Furoic acid	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-0.886156105	0.66282818	-0.04854513	0.223465632	0.001455725	0.032764821	3-Furoic acid	CNC_148	4		HMDB00444	OC(=O)C1=COC=C1
"2,5-Dihydroxybenzoic acid"	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	0.60577497	0.433443122	0.042444524	0.122820306	0.001455055	0.032764821	Gentisic acid	D_9	4	C00628	HMDB00152	OC(=O)C1=CC(O)=CC=C1O
Histamine	TPI	Triosephosphate isomerase	TPI1	P60174		-0.464843559	-0.280752343	0.007609011	0.09058373	0.001455724	0.032764821	Histamine	H_14	1	C00388	HMDB00870	NCCC1=CNC=N1
2-Deoxyguanosine 5-triphosphate	PHGDH	D-3-phosphoglycerate dehydrogenase	PHGDH	O43175		0.205683188	0.688186412	0.015439767	0.211369009	0.001458551	0.03276494	dGTP	CNC_85	2	C00286	HMDB01440	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)N1
Adenosine triphosphate	PHGDH	D-3-phosphoglycerate dehydrogenase	PHGDH	O43175		0.205683188	0.688186412	0.015439767	0.211369009	0.001458551	0.03276494	Adenosine triphosphate	20C_17	2	C00002	HMDB00538	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
Indole-3-pyruvic acid	ACSS2A-c203	"Acetyl-coenzyme A synthetase, cytoplasmic"	ACSS2	Q9NR19		-0.621319447	-0.66985995	0.027381105	0.21905862	0.001458094	0.03276494	Indolepyruvate	20C_30	4	C00331	HMDB60484	OC(=O)C(=O)CC1=CNC2=CC=CC=C12
a-Methylbutyrylglycine	GCK	Hexokinase-4	GCK	P35557		0.065984828	0.268428212	-0.037678289	0.096200663	0.001462829	0.032835641	2-Methylbutyrylglycine	CNC_106	3		HMDB00339	CCC(C)C(=O)NCC(O)=O
N-Isovalerylglycine	GCK	Hexokinase-4	GCK	P35557		0.065984828	0.268428212	-0.037678289	0.096200663	0.001462829	0.032835641	Isovalerylglycine	CNC_117	3		HMDB00678	CC(C)CC(=O)NCC(O)=O
Epinephrine	PYK	Pyruvate kinase PKLR	PKLR	P30613		-0.824473103	0.312448343	-0.010901384	0.101742971	0.001482416	0.033114307	Epinephrine	4C_21	1	C00788	HMDB00068	CNC[C@H](O)C1=CC=C(O)C(O)=C1
D-Glucosamine	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	-1.112864628	-0.205745439	-0.014312131	0.060235949	0.001482654	0.033114307	Glucosamine	G_11	1	C00329	HMDB01514	N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
Adenosine triphosphate	FH	"Fumarate hydratase, mitochondrial"	FH	P07954		-2.66095384	-0.656339191	0.015439767	0.211369009	0.00148178	0.033114307	Adenosine triphosphate	20C_17	2	C00002	HMDB00538	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
